chr	st	en	ID	blank	dir	Mll34_ChIP-seq_WT_rep1	Mll34_ChIP-seq_WT_rep2	Mll34_ChIP-seq_dKO_rep1	Mll334_ChIP-seq_dKO_rep2	
chr1	71719010	71720810	21.9937199247494	0	+	24.4796	21.9462	9.03093	5.34713	
chr1	72218460	72220260	15.2258498008143	0	+	14.7902	11.2714	7.56529	3.78755	
chr1	72228650	72230450	11.1653432934211	0	+	4.43261	3.45363	4.93576	2.63306	
chr1	72252750	72254550	16.7371372708898	0	+	8.13016	6.40491	4.72022	2.51153	
chr1	72271695	72273495	22.3024372340729	0	+	2.89567	3.39083	3.31924	3.74704	
chr1	72275245	72277045	17.7264468913915	0	+	23.3658	19.9996	7.88859	4.13188	
chr1	72279530	72281330	12.0883165816143	0	+	0.824153	0.847708	0.280196	0.830426	
chr1	72283145	72284945	19.9139472858932	0	+	3.78665	3.45363	4.15983	2.87611	
chr1	72289280	72291080	24.9492514960915	0	+	11.6272	8.60267	6.50917	5.75222	
chr1	72294270	72296070	12.2133283007051	0	+	6.17001	2.7943	2.1338	1.60009	
chr1	72301190	72302990	25.7333501632256	0	+	4.92264	4.45832	5.62547	3.72679	
chr1	72329615	72331415	10.6303345088068	0	+	2.31654	2.04078	3.3408	2.81535	
chr1	72330375	72332175	5.98880814903119	0	+	2.11607	1.75821	2.82351	2.59255	
chr1	72353675	72355475	14.4151004902562	0	+	6.28138	4.55251	4.39692	3.20018	
chr1	72357415	72359215	3.72932787609028	0	+	2.98477	2.13497	1.40098	1.25577	
chr1	72360490	72362290	7.50888046404758	0	+	3.22979	2.51173	1.98293	1.74187	
chr1	72536450	72538250	12.0185430789406	0	+	21.4948	16.389	5.99188	4.699	
chr1	72629600	72631400	14.1155915039201	0	+	2.56156	1.91519	3.23303	2.26848	
chr1	72838915	72840715	16.0224553767851	0	+	36.4855	14.4424	2.62953	1.51907	
chr1	72851480	72853280	11.5277080452278	0	+	26.1947	23.2963	14.1607	8.89164	
chr1	72870845	72872645	5.79161194693204	0	+	4.81127	5.46301	4.84955	3.80781	
chr1	72872945	72874745	11.9709536903835	0	+	16.4385	17.3309	12.5442	8.10172	
chr1	72991465	72993265	11.9142458483298	0	+	15.3916	18.5868	5.64703	4.90154	
chr1	73005930	73007730	13.4696966612109	0	+	27.598	25.0231	8.47054	5.46866	
chr1	73908070	73909870	10.8188590810896	0	+	7.43965	3.32804	5.45304	3.11916	
chr1	74012185	74013985	13.5146982812243	0	+	7.01644	5.96535	3.16837	2.06594	
chr1	74157160	74158960	15.6374184877374	0	+	31.6074	21.0671	8.44899	5.04332	
chr1	74225620	74227420	11.1820345717874	0	+	5.94727	3.07687	3.6641	2.73433	
chr1	74303095	74304895	15.2519065451613	0	+	12.2064	7.94334	3.0606	1.33678	
chr1	74329940	74331740	15.5003983594464	0	+	2.94022	3.92458	3.47012	3.24069	
chr1	74331160	74332960	14.2486712099387	0	+	2.45018	3.17106	3.53478	3.52425	
chr1	74353890	74355690	11.3182857095466	0	+	33.5007	23.1079	2.54332	2.20772	
chr1	74430290	74432090	3.57013271553694	0	+	3.7421	3.98737	1.31477	2.30899	
chr1	74430625	74432425	4.798378101225	0	+	4.07622	4.20714	1.35787	2.10645	
chr1	74431010	74432810	3.61690336989733	0	+	3.47481	3.35944	1.40098	2.20772	
chr1	74549685	74551485	10.8223952331562	0	+	5.54633	3.48502	1.40098	1.05322	
chr1	74551610	74553410	13.3335255994598	0	+	6.01409	5.40022	5.49615	4.51671	
chr1	74553195	74554995	10.2760572964288	0	+	4.76672	3.39083	3.47012	2.89636	
chr1	74632995	74634795	10.1497443939527	0	+	2.89567	4.30133	3.49167	4.13188	
chr1	74634230	74636030	9.8338162294811	0	+	3.05159	4.86647	3.51323	3.82806	
chr1	74870770	74872570	19.732852754827	0	+	31.8524	24.7719	11.2725	7.41307	
chr1	75074140	75075940	11.9795311266443	0	+	3.67528	3.45363	1.207	1.13424	
chr1	75136880	75138680	8.02737593933241	0	+	1.75968	1.94659	1.89671	3.03814	
chr1	75137450	75139250	8.0997446278463	0	+	2.51701	2.63731	2.90973	4.59773	
chr1	75138995	75140795	5.75585868669488	0	+	2.60611	3.98737	4.20294	5.36739	
chr1	75164715	75166515	11.6999937086335	0	+	5.6577	3.86178	4.20294	4.4762	
chr1	75165060	75166860	6.45684701095334	0	+	5.39041	3.61061	4.28915	3.86857	
chr1	75165365	75167165	6.33557910005618	0	+	3.71983	2.51173	3.08216	3.09891	
chr1	75187245	75189045	12.4620515905134	0	+	2.42791	3.07687	3.72876	3.56476	
chr1	75188440	75190240	6.48386495789014	0	+	2.51701	3.04547	3.68565	3.44323	
chr1	75311870	75313670	9.81616298415385	0	+	3.09614	3.32804	2.19846	2.16721	
chr1	75312160	75313960	9.09977850275751	0	+	3.87575	4.14435	3.16837	2.55204	
chr1	75312340	75314140	9.09977850275751	0	+	4.72217	4.55251	3.68565	2.69382	
chr1	75312515	75314315	11.538504478168	0	+	5.18994	4.77228	4.18139	2.97738	
chr1	75312845	75314645	16.4001809528815	0	+	6.39275	6.21653	5.23751	3.9901	
chr1	75340725	75342525	11.2935410406287	0	+	6.92734	7.00144	4.39692	3.48374	
chr1	75438030	75439830	3.97879789381377	0	+	3.69755	3.83039	2.56487	1.01271	
chr1	75438425	75440225	6.8702238189465	0	+	4.00939	4.74089	2.52176	1.35704	
chr1	75584590	75586390	15.6909143951666	0	+	19.3119	14.3482	5.1513	3.68628	
chr1	75597260	75599060	12.9372381818477	0	+	16.5722	9.57596	5.10819	2.45077	
chr1	75800180	75801980	13.7653998392887	0	+	14.0329	8.22591	5.56081	2.89636	
chr1	75884435	75886235	11.1035396461717	0	+	7.95196	5.5886	5.45304	2.06594	
chr1	76024790	76026590	14.4945823727346	0	+	20.047	9.63876	12.1131	5.06357	
chr1	76032135	76033935	11.8160046462081	0	+	13.9438	7.47239	7.52218	3.24069	
chr1	77450485	77452285	16.7107134547411	0	+	28.1771	19.6229	2.95283	2.10645	
chr1	77467750	77469550	15.2769291952316	0	+	9.66709	5.96535	2.06914	0.85068	
chr1	77490670	77492470	7.92846674785246	0	+	3.653	3.01407	4.28915	3.82806	
chr1	77493075	77494875	13.0719611404926	0	+	10.4244	10.0155	5.92722	4.09137	
chr1	78115780	78117580	11.593562958448	0	+	3.85347	2.35475	3.68565	1.9039	
chr1	78484150	78485950	7.92413563743226	0	+	3.07387	2.7629	3.53478	3.58501	
chr1	78597375	78599175	18.732130800841	0	+	30.2264	27.1895	14.5486	7.35231	
chr1	78653940	78655740	8.41601196626604	0	+	7.32828	7.06424	7.41442	7.14977	
chr1	78654880	78656680	4.44904883895462	0	+	2.13834	2.38614	3.03905	3.58501	
chr1	80146535	80148335	11.2624736424482	0	+	2.49473	2.91988	1.14234	1.13424	
chr1	80232690	80234490	15.5866282463107	0	+	15.2357	7.66077	6.22897	2.99764	
chr1	80311420	80313220	11.0246569931947	0	+	8.50882	3.83039	3.10371	2.18746	
chr1	80335340	80337140	5.23418157756629	0	+	2.73975	3.83039	3.51323	4.03061	
chr1	82815965	82817765	15.3983943427648	0	+	46.4867	28.7593	11.5527	4.53696	
chr1	82836270	82838070	7.42216132181724	0	+	10.1126	10.0469	7.73772	6.21807	
chr1	83033225	83035025	13.7290722022032	0	+	9.15478	5.96535	5.99188	2.71408	
chr1	83840395	83842195	17.2744438959494	0	+	6.45958	4.20714	1.61652	0.931698	
chr1	84172885	84174685	12.8567187832981	0	+	12.0282	5.02346	4.07362	1.70136	
chr1	84201670	84203470	11.7033579537498	0	+	11.2486	5.5258	4.09517	2.3495	
chr1	84328395	84330195	22.7487526015115	0	+	22.809	9.262	3.21148	1.70136	
chr1	84400980	84402780	10.9942632037547	0	+	10.2685	5.5572	1.72428	0.911443	
chr1	84401985	84403785	6.95298505815092	0	+	13.9661	5.68279	2.7373	1.25577	
chr1	84636475	84638275	11.876025040313	0	+	15.1243	8.57127	2.02603	1.27602	
chr1	84833320	84835120	7.86419992613001	0	+	3.05159	3.98737	2.84507	2.97738	
chr1	84836965	84838765	11.4465931173505	0	+	4.25441	4.74089	2.414	1.74187	
chr1	84844955	84846755	14.2283393785813	0	+	9.15478	9.1992	2.37089	2.28874	
chr1	84861860	84863660	23.2304539159045	0	+	8.17471	8.53988	2.02603	2.14696	
chr1	84886015	84887815	12.7512966168575	0	+	13.5874	12.3389	4.74178	3.24069	
chr1	85076660	85078460	13.7760216774564	0	+	0.0222744	0	0	0	
chr1	85301195	85302995	11.6350232868345	0	+	0.0445488	0.0313966	0.0431071	0.0405086	
chr1	87960960	87962760	7.73070142385033	0	+	2.76203	2.51173	3.36235	4.03061	
chr1	88050650	88052450	11.7409201714473	0	+	2.24971	1.66402	2.39244	1.96467	
chr1	88083495	88085295	15.7327629650769	0	+	18.6437	8.72826	3.0175	1.39755	
chr1	88085255	88087055	12.9498066614823	0	+	6.14774	5.30603	1.78894	2.10645	
chr1	88131460	88133260	12.6690010890596	0	+	24.7023	17.8647	7.41442	4.19264	
chr1	88199720	88201520	12.0712683480614	0	+	10.8476	8.13172	5.43149	6.17756	
chr1	88205735	88207535	24.1477000406737	0	+	37.9556	30.5803	11.488	8.60808	
chr1	88246425	88248225	7.64892454298938	0	+	1.7374	1.41285	1.78894	2.32924	
chr1	88247000	88248800	5.53101706988757	0	+	1.35874	1.16167	1.59496	1.70136	
chr1	88254385	88256185	10.7731314234802	0	+	3.22979	3.89318	3.9874	3.5445	
chr1	88256355	88258155	12.1324970521677	0	+	2.16062	2.22916	2.84507	1.96467	
chr1	88330515	88332315	11.5844696166914	0	+	6.63777	5.27463	6.33674	4.98256	
chr1	88386215	88388015	18.2184893925043	0	+	9.28843	6.71887	3.21148	3.09891	
chr1	88425020	88426820	7.19552838510698	0	+	2.53928	3.04547	3.53478	4.11162	
chr1	88425310	88427110	9.28198691642783	0	+	1.80423	2.00938	2.00448	2.91662	
chr1	88425550	88427350	9.28198691642783	0	+	1.51466	1.53843	1.83205	2.39001	
chr1	88445885	88447685	11.3588349810887	0	+	4.96719	2.41754	1.14234	1.55958	
chr1	88477865	88479665	10.8294122525756	0	+	2.7843	3.64201	3.14682	3.01789	
chr1	88543170	88544970	12.0931366743152	0	+	16.7281	11.8679	11.8976	5.12434	
chr1	88615160	88616960	13.5104965709523	0	+	7.32828	2.38614	3.03905	1.55958	
chr1	89110965	89112765	4.66077854648059	0	+	2.73975	3.92458	2.97439	3.52425	
chr1	89120825	89122625	16.2591341624882	0	+	17.0176	7.25262	4.11673	2.30899	
chr1	89121720	89123520	21.6324028223441	0	+	36.4187	19.7485	11.4018	5.77247	
chr1	89122685	89124485	24.1281494480283	0	+	29.7141	17.3937	10.3673	5.6712	
chr1	89127670	89129470	15.1492210811855	0	+	5.70225	5.02346	2.15535	2.6128	
chr1	89209390	89211190	12.8788361334667	0	+	8.3529	7.62937	1.57341	1.68111	
chr1	89223285	89225085	9.0218201886144	0	+	3.25206	3.17106	3.85808	4.13188	
chr1	89570450	89572250	14.8194742915384	0	+	18.666	12.3703	4.67712	3.09891	
chr1	89573005	89574805	9.61243641163862	0	+	2.91795	2.51173	1.35787	0.668392	
chr1	89624745	89626545	12.584706346941	0	+	16.5053	8.69686	3.29769	2.39001	
chr1	90172005	90173805	15.6522553263036	0	+	3.47481	4.6153	5.62547	5.71171	
chr1	90501750	90503550	11.1975883879476	0	+	5.70225	4.39552	2.71575	1.9039	
chr1	90504325	90506125	11.7559923668347	0	+	7.43965	6.53049	1.57341	2.1267	
chr1	90508680	90510480	13.0992304965707	0	+	12.741	13.4063	4.00896	3.84832	
chr1	90564835	90566635	14.1723023658419	0	+	7.17236	5.83977	6.81092	6.31934	
chr1	90696275	90698075	11.0717720505593	0	+	15.4362	13.6575	4.8711	2.85586	
chr1	90735390	90737190	11.0541915021655	0	+	7.37283	9.04222	5.69013	3.9901	
chr1	90820040	90821840	12.8598147195401	0	+	12.9192	11.0516	10.5397	5.99527	
chr1	90920230	90922030	13.4430408349038	0	+	20.2029	9.79574	5.38838	2.00518	
chr1	90967860	90969660	9.77346571108492	0	+	5.85817	4.17575	3.0606	3.22043	
chr1	90993345	90995145	13.3854189879569	0	+	0.735055	0.533742	0.237089	0.121526	
chr1	91362075	91363875	12.0490391430576	0	+	11.7386	7.25262	5.86256	2.08619	
chr1	91767100	91768900	14.1124751703406	0	+	19.3787	18.7752	16.2729	14.7249	
chr1	91773160	91774960	15.4566515530131	0	+	14.5452	10.4865	8.88006	5.4079	
chr1	91837800	91839600	6.88133855727914	0	+	2.71748	2.63731	2.39244	4.4762	
chr1	92320140	92321940	14.1752766371441	0	+	21.6062	20.1252	5.49615	3.03814	
chr1	92415290	92417090	20.9471341175981	0	+	27.6871	23.0765	6.27208	4.11162	
chr1	92420505	92422305	14.5616027712687	0	+	4.83355	1.94659	2.15535	1.17475	
chr1	92423380	92425180	12.1667752233468	0	+	10.1794	6.27932	1.78894	1.09373	
chr1	92519140	92520940	15.3176705887276	0	+	0.222744	0.251173	0.215535	0.0607629	
chr1	92523790	92525590	15.2377085997834	0	+	0.111372	0.0941898	0.172428	0.243052	
chr1	93146535	93148335	3.71606341454217	0	+	2.56156	2.57452	3.75032	3.78755	
chr1	93354560	93356360	9.93595802955892	0	+	2.36109	3.29664	3.29769	3.09891	
chr1	93436645	93438445	3.93176245610336	0	+	2.85112	4.11295	3.0175	3.38247	
chr1	94014920	94016720	11.6358829184322	0	+	20.1361	20.0938	7.95325	2.5723	
chr1	94075285	94077085	10.646334581748	0	+	3.67528	3.95597	4.24605	4.01035	
chr1	94327790	94329590	14.7779464460277	0	+	18.666	16.2006	8.16879	5.24586	
chr1	95010970	95012770	10.8974753703711	0	+	3.5639	3.48502	2.4571	1.43806	
chr1	95092410	95094210	18.2270637115936	0	+	7.21691	6.31072	2.84507	1.96467	
chr1	95171550	95173350	12.906881695136	0	+	12.2732	8.25731	1.65962	0.951952	
chr1	95238125	95239925	5.90693851143046	0	+	2.22744	2.60592	2.86662	3.13942	
chr1	95239620	95241420	9.63487241300885	0	+	2.07152	1.47564	3.03905	3.38247	
chr1	95530310	95532110	5.90182507571324	0	+	2.27199	3.17106	2.82351	2.79509	
chr1	95531140	95532940	10.0457939751658	0	+	3.47481	4.5839	4.67712	4.51671	
chr1	95696975	95698775	12.2898823776965	0	+	2.91795	2.95128	2.84507	2.5723	
chr1	95721605	95723405	10.3509602661504	0	+	6.54867	6.97005	4.5909	3.64577	
chr1	95722535	95724335	7.80941809577193	0	+	2.85112	2.48033	2.24157	1.6406	
chr1	95784330	95786130	11.2405022673929	0	+	1.40329	0.910501	1.18544	0.384832	
chr1	95847185	95848985	11.9071769097356	0	+	0	0	0	0	
chr1	96889115	96890915	11.1486753534021	0	+	2.02697	1.09888	2.50021	1.4178	
chr1	97169185	97170985	11.3834876085409	0	+	5.21221	3.7048	4.56935	1.62034	
chr1	98520915	98522715	11.3379314384668	0	+	3.47481	2.16637	1.40098	0.891189	
chr1	98766330	98768130	6.5956206476846	0	+	1.26964	2.00938	2.60798	1.27602	
chr1	98767185	98768985	8.72891954401801	0	+	3.31889	4.89787	4.05206	2.41026	
chr1	98768110	98769910	11.0583805065769	0	+	3.47481	4.5839	3.12526	2.55204	
chr1	98770925	98772725	20.1964349303136	0	+	21.6284	9.76434	11.2078	3.17992	
chr1	99982615	99984415	12.6383440627517	0	+	9.71164	5.5572	4.28915	1.84314	
chr1	100563555	100565355	18.4974940425045	0	+	14.3224	6.4677	3.92274	1.03297	
chr1	102634600	102636400	13.1481013070382	0	+	0.400939	0.125586	0.560392	0.526612	
chr1	102774020	102775820	14.2433021246056	0	+	10.2908	10.1411	11.4234	5.85349	
chr1	103524625	103526425	10.9718750592024	0	+	5.70225	2.16637	2.90973	1.70136	
chr1	103652625	103654425	23.7340973442015	0	+	52.033	37.6759	23.2563	11.7677	
chr1	103813625	103815425	23.819924920753	0	+	11.1818	2.91988	2.4571	0.830426	
chr1	104523935	104525735	13.7289336877641	0	+	22.2744	18.7124	39.6585	30.5435	
chr1	105367785	105369585	12.9894953875853	0	+	12.986	17.1111	3.49167	2.41026	
chr1	106966770	106968570	13.8755212839459	0	+	13.0528	3.57921	3.29769	1.70136	
chr1	107387635	107389435	13.627717945843	0	+	16.3494	11.3342	1.18544	0.870935	
chr1	107558805	107560605	11.9134873094486	0	+	2.13834	2.26056	2.93128	2.41026	
chr1	107560450	107562250	6.857035873434	0	+	1.9156	1.8524	2.26312	2.22797	
chr1	107887715	107889515	6.71384577783119	0	+	2.22744	2.44893	2.58642	2.97738	
chr1	108069415	108071215	2.95526567335454	0	+	2.31654	2.54312	1.96137	2.65331	
chr1	108117710	108119510	12.2578646835336	0	+	11.6941	8.19451	7.11267	2.87611	
chr1	108175045	108176845	12.3817800375133	0	+	15.0129	10.3923	5.28062	2.24823	
chr1	108460155	108461955	11.1165288179351	0	+	7.97424	4.36413	1.70273	1.66085	
chr1	108654750	108656550	11.5919396085165	0	+	3.45253	3.29664	3.83653	3.07865	
chr1	109874210	109876010	10.9342776561342	0	+	9.37752	4.96066	2.11225	1.66085	
chr1	110444535	110446335	16.3928817680758	0	+	4.98947	3.7362	2.78041	1.66085	
chr1	112670550	112672350	19.0887593480601	0	+	12.5628	12.1819	3.49167	2.87611	
chr1	112686435	112688235	11.8226468662432	0	+	7.306	6.78167	5.94878	2.43052	
chr1	112800690	112802490	10.9808289999139	0	+	9.08796	7.88055	4.28915	2.3495	
chr1	114121190	114122990	18.131996873696	0	+	1.98242	1.53843	0.538838	0.546866	
chr1	115854115	115855915	20.5596358578754	0	+	24.8137	14.6308	11.1863	5.81298	
chr1	115859170	115860970	17.809131287696	0	+	12.6964	11.0516	6.98335	4.05086	
chr1	116453630	116455430	11.0909002761121	0	+	0.400939	0.18838	0.237089	0.182289	
chr1	116537665	116539465	11.4035541253972	0	+	6.6155	4.26994	1.09923	0.364577	
chr1	116745460	116747260	19.146329566291	0	+	20.1138	15.6669	7.84549	2.75458	
chr1	119186750	119188550	15.4097059750368	0	+	6.57095	3.89318	1.44409	0.85068	
chr1	119354465	119356265	25.660220484062	0	+	43.5465	32.0559	15.2815	6.72443	
chr1	119546330	119548130	20.5581954872396	0	+	7.12781	4.6467	1.63807	0.85068	
chr1	119712325	119714125	23.0280321302254	0	+	2.04925	1.38145	0.926802	0.121526	
chr1	119899930	119901730	24.0711561274435	0	+	5.79134	2.66871	1.5303	0.648137	
chr1	120206285	120208085	11.1704585834943	0	+	3.51936	4.01877	4.05206	5.6712	
chr1	120219970	120221770	3.34166509409643	0	+	1.31419	1.63262	1.65962	1.13424	
chr1	120286100	120287900	13.2973955335068	0	+	4.94492	3.83039	4.05206	2.91662	
chr1	120353190	120354990	16.1532286692897	0	+	2.60611	2.00938	2.82351	2.1267	
chr1	120355205	120357005	21.9553438108886	0	+	4.5217	4.14435	4.89265	3.34196	
chr1	120355880	120357680	10.7919714947084	0	+	3.67528	3.7048	4.00896	3.01789	
chr1	120525505	120527305	13.7285352851431	0	+	2.58383	2.07218	2.19846	1.94441	
chr1	120541485	120543285	32.3039359971775	0	+	15.1243	10.7376	4.56935	4.23315	
chr1	120548295	120550095	15.3642473816941	0	+	4.14304	4.11295	2.34934	2.59255	
chr1	120548735	120550535	14.2261913440369	0	+	3.94257	3.76759	2.15535	2.55204	
chr1	120585545	120587345	19.510471772382	0	+	14.9461	10.8004	3.57789	2.22797	
chr1	120900690	120902490	15.1846942758958	0	+	4.92264	5.68279	6.27208	3.74704	
chr1	120945860	120947660	19.9070683864268	0	+	21.3389	17.8019	23.1485	16.0211	
chr1	120960565	120962365	13.0144626664247	0	+	7.32828	4.99206	5.88412	3.64577	
chr1	121015820	121017620	13.2959848694509	0	+	2.0047	1.53843	2.17691	1.76212	
chr1	121043335	121045135	11.5434770408555	0	+	15.4362	6.62468	5.7979	1.57984	
chr1	121062085	121063885	11.1448831426623	0	+	9.11023	5.27463	2.52176	1.72162	
chr1	121063640	121065440	16.8178063786081	0	+	12.7855	5.99675	2.37089	1.60009	
chr1	121198515	121200315	22.5325605910612	0	+	8.24153	5.33742	3.29769	2.87611	
chr1	121225745	121227545	12.0868008790415	0	+	6.54867	5.74558	2.19846	2.28874	
chr1	121241330	121243130	12.5749055404919	0	+	1.9156	2.51173	1.09923	1.9039	
chr1	121243840	121245640	16.4600179818954	0	+	32.3202	24.2696	10.0008	6.19781	
chr1	121285545	121287345	12.4198664063265	0	+	9.26615	8.44569	6.05654	4.2534	
chr1	121295065	121296865	30.4763810001323	0	+	38.802	30.3605	11.3156	6.64341	
chr1	121315530	121317330	7.3599979249023	0	+	2.13834	2.41754	2.00448	2.47102	
chr1	121349670	121351470	16.5095741810333	0	+	8.41972	4.05016	2.11225	1.35704	
chr1	121393680	121395480	27.306597008078	0	+	24.3905	17.1111	3.79342	1.8634	
chr1	121399245	121401045	13.9596775234688	0	+	3.22979	3.48502	2.82351	3.07865	
chr1	121530750	121532550	15.4570580954175	0	+	7.06099	5.21184	2.75885	1.88365	
chr1	121543790	121545590	10.429401822078	0	+	4.09849	3.95597	3.77187	3.52425	
chr1	121731965	121733765	15.1628102837565	0	+	1.53693	1.38145	1.78894	2.10645	
chr1	121808295	121810095	13.1026328781947	0	+	8.28608	5.77697	4.50469	2.32924	
chr1	121968790	121970590	8.32499485344417	0	+	3.8312	3.64201	2.86662	2.91662	
chr1	121979905	121981705	8.7716173194427	0	+	7.70694	7.62937	3.10371	2.22797	
chr1	121982190	121983990	12.1755785218203	0	+	2.89567	3.32804	1.63807	2.22797	
chr1	121984650	121986450	11.4176560485803	0	+	6.08091	6.97005	1.55185	1.74187	
chr1	122016055	122017855	15.0498768095502	0	+	3.18524	2.7629	3.57789	2.79509	
chr1	122018080	122019880	8.81347536922851	0	+	1.93787	1.8524	1.70273	1.76212	
chr1	122160590	122162390	10.4230983333213	0	+	4.72217	5.65139	4.93576	3.42298	
chr1	122161830	122163630	12.9092711850313	0	+	12.5405	16.2006	8.01792	3.96984	
chr1	122237770	122239570	11.8448157746866	0	+	1.33646	3.23385	2.19846	2.26848	
chr1	122250580	122252380	11.0043265626167	0	+	5.12311	2.26056	1.14234	1.23551	
chr1	122269775	122271575	12.6167385011206	0	+	7.15008	3.86178	2.17691	2.14696	
chr1	122357250	122359050	15.5556817804824	0	+	5.14539	5.02346	1.44409	1.13424	
chr1	122540005	122541805	13.2486826656449	0	+	7.5733	12.5586	6.74626	5.6712	
chr1	122654650	122656450	20.3238202335634	0	+	9.60027	4.33273	3.40546	2.24823	
chr1	122658425	122660225	15.8417263552073	0	+	6.05864	3.32804	2.88817	1.8634	
chr1	122983985	122985785	25.871232480251	0	+	17.1067	13.4691	6.14276	4.82052	
chr1	123019380	123021180	12.5410505865189	0	+	12.1618	10.6434	2.75885	2.32924	
chr1	123222895	123224695	8.92034728621561	0	+	1.49239	1.60123	2.52176	2.8356	
chr1	123224025	123225825	13.5621094243729	0	+	1.71513	1.97799	2.47866	2.67357	
chr1	123327525	123329325	11.2200876043232	0	+	2.31654	2.98268	2.37089	2.16721	
chr1	123422925	123424725	9.78050845774496	0	+	1.18054	2.54312	1.87516	1.60009	
chr1	123463080	123464880	11.3171108623317	0	+	1.98242	1.821	2.65108	2.45077	
chr1	123738335	123740135	12.8881288670097	0	+	5.27903	5.33742	1.25011	1.01271	
chr1	124503275	124505075	22.3283354261193	0	+	15.6366	10.2667	1.8536	1.03297	
chr1	124668520	124670320	12.0473675286398	0	+	0.222744	0.18838	0.0862141	0.202543	
chr1	127330505	127332305	3.6860876460646	0	+	3.25206	4.89787	4.35381	3.72679	
chr1	127428720	127430520	17.224082307571	0	+	22.6976	10.8946	4.2676	3.24069	
chr1	127583970	127585770	12.6888233594538	0	+	15.0798	13.7831	9.26802	4.01035	
chr1	128025020	128026820	12.2118942008492	0	+	4.07622	1.06748	1.72428	0.972206	
chr1	129066680	129068480	12.9381212866133	0	+	7.03871	2.63731	2.19846	0.992461	
chr1	129668915	129670715	11.7949767255559	0	+	4.49943	4.20714	2.95283	2.81535	
chr1	129670415	129672215	9.80180342271868	0	+	3.58618	4.99206	3.55633	3.3217	
chr1	129671065	129672865	3.65621240056349	0	+	1.22509	2.41754	2.11225	1.82289	
chr1	129997685	129999485	6.81593940290065	0	+	1.89332	1.31866	2.37089	3.36221	
chr1	129998390	130000190	14.2049766526387	0	+	3.18524	2.70011	3.72876	5.63069	
chr1	129999600	130001400	10.0957548503098	0	+	2.82885	2.57452	3.38391	3.90908	
chr1	130140510	130142310	8.57012369693783	0	+	2.85112	3.07687	4.15983	4.09137	
chr1	130288520	130290320	18.2040814954751	0	+	22.7644	15.9809	13.7296	5.26612	
chr1	130296265	130298065	13.1361126887243	0	+	16.1044	7.31541	5.10819	2.99764	
chr1	130312335	130314135	9.05769922118752	0	+	5.18994	4.6467	6.0781	6.27883	
